Title,Link,Author Keywords,Index Keywords
"Occurrence and suitability of pharmaceuticals and personal care products as molecular markers for raw wastewater contamination in surface water and groundwater","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895887904&doi=10.1007%2fs11356-013-2428-9&partnerID=40&md5=21acb4160eef88aaf024bcfefc71324f","Groundwater; Molecular markers; Pharmaceuticals and personal care products; Surface water","biomarker; drug; effluent; groundwater; molecular analysis; surface water; wastewater; Singapore [Southeast Asia]; caffeine; carbamazepine; cosmetic; diethyltoluamide; drug; fresh water; ground water; article; chemistry; environmental monitoring; methodology; sewage; waste water; water pollutant; Caffeine; Carbamazepine; Cosmetics; DEET; Environmental Monitoring; Fresh Water; Groundwater; Pharmaceutical Preparations; Sewage; Waste Disposal, Fluid; Waste Water; Water Pollutants, Chemical"
"Reducing sewer corrosion through integrated urban water management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906087452&doi=10.1126%2fscience.1251418&partnerID=40&md5=a01920d5ec58951b9480716401a52e52",,"aluminum; aluminum sulfate; coagulating agent; concrete; drinking water; ferric chloride; hydrogen sulfide; iron salt; natural organic matter; sulfate; sulfide; sulfuric acid; assessment method; coagulation; corrosion; cost-benefit analysis; drinking water; sewage; sewer network; sulfate; sulfide; urban area; water management; air; article; Australia; body water; China; climate; corrosion; cost control; desalination; disinfection; gross national product; household; human; India; industrial waste; membrane filter; nanofiltration; nonhuman; oxidation; priority journal; reverse osmosis; sewage; sewer; suburban area; surface property; United Kingdom; United States; urban population; waste water; waste water management; waste water recycling; waste water treatment plant; water management; water supply; water treatment; Australia; Queensland"
"The interplay of institutions, actors and technologies in socio-technical systems - An analysis of transformations in the Australian urban water sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949256337&doi=10.1016%2fj.techfore.2015.11.023&partnerID=40&md5=2cff2b20c1cae3fa40ab927723644544","Australia; Desalination; Embedded agency; Institutional work; Socio-technical change; Sustainability transitions","Desalination; Drought; Seawater; Wastewater reclamation; Australia; Embedded agency; Institutional work; Socio-technical changes; Sustainability transition; Investments; conceptual framework; desalination; institutional framework; sustainability; technology adoption; theoretical study; water industry; water technology; Australia"
"Environmental assessment of urban water cycle on Mediterranean conditions by LCA approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873328358&doi=10.1016%2fj.jclepro.2012.12.033&partnerID=40&md5=bc5a38b5681aeda9fb0462e143c5716d","Desalination; Life Cycle Assessment (LCA); Potable water; Tertiary treatment; Urban water; Wastewater","Cumulative energy demands; Current situation; Desalination plant; Ecotoxicity; Environmental analysis; Environmental assessment; Environmental loads; Environmental performance; Environmental profile; Fresh water consumption; Global warming potential; High energy consumption; Inventory analysis; Life Cycle Assessment (LCA); Local operations; Ozone depletion potential; Photochemical oxidation; Re-claimed water; Sewage collection; Tertiary treatment; Urban water systems; Urban waters; Wastewater treatment plants; Water abstraction; Water saving; Water stress; Desalination; Drought; Energy utilization; Environmental impact; Environmental impact assessments; Environmental management; Eutrophication; Global warming; Life cycle; Reclamation; Sewage; Toxicity; Wastewater; Wastewater treatment; Water conservation; Water filtration; Potable water"
"Governance experimentation and factors of success in socio-technical transitions in the urban water sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863775851&doi=10.1016%2fj.techfore.2012.04.006&partnerID=40&md5=05d69461ae6dd9cb71153be6272e2415","Critical factors; Governance experimentation; Learning; Transition experiments; Transition management; Urban water","Critical factors; Governance experimentation; Learning; Transition experiment; Transition management; Urban waters; Water management; Water supply; Experiments; governance approach; learning; sustainability; urban area; water management"
"A global analysis approach for investigating structural resilience in urban drainage systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930196495&doi=10.1016%2fj.watres.2015.05.030&partnerID=40&md5=5c3cc742a1b7be79bab5a3dec2315fae","Failure envelopes; Flexibility; Redundancy; Resilience; Structural failure; Urban water management","Failure (mechanical); Flood control; Floods; Fracture mechanics; Hydraulic machinery; Redundancy; Safety engineering; Structural integrity; Systems engineering; Water management; Failure envelope; Flexibility; Resilience; Structural failure; Urban water management; Drainage; failure analysis; flexure; flooding; global perspective; performance assessment; resilience; structural analysis; urban drainage; water management; adaptation; analysis; Article; ecosystem resilience; flooding; global resilience analysis; priority journal; simulation; urban area; water supply; city; computer simulation; device failure; flooding; hydrology; procedures; sanitation; theoretical model; Uganda; Kampala; Uganda; rain; Cities; Computer Simulation; Drainage, Sanitary; Equipment Failure; Floods; Hydrology; Models, Theoretical; Rain; Uganda"
"Water Resources Flows Related to Urbanization in China: Challenges and Perspectives for Water Management and Urban Development","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855252944&doi=10.1007%2fs11269-011-9930-y&partnerID=40&md5=a763287aa2e3cb74b3caa9690699c583","Environmental effects; Integrated water resources management; Urban China; Urbanization; Water resources flows; Water scarcity","Environmental challenges; Environmental systems; Integrated Water Resources Management; Socio-economic systems; Socio-economics; Urban areas; Urban China; Urban development; Urban systems; Urban waters; Urbanization; Virtual water-flow; Water scarcity; Water-related problems; Environmental impact; Technology; Water resources; Water management; integrated approach; resource scarcity; socioeconomic conditions; urban development; urbanization; water availability; water demand; water management; water resource; China"
"Contrasting nitrogen and phosphorus budgets in urban watersheds and implications for managing urban water pollution","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017584775&doi=10.1073%2fpnas.1618536114&partnerID=40&md5=9029e1c513f1dcc6cb22768d76aa4d05","Eutrophication; Nitrogen; Phosphorus; Stormwater; Urban watershed","fertilizer; ground water; nitrogen; phosphorus; storm water; surface water; nitrogen; phosphorus; Article; atmospheric deposition; biomass; budget; denitrification; household; landscape; leaching; Mississippi; nutrient management; priority journal; river; runoff; stoichiometry; urban area; waste; water pollution; watershed; analysis; chemistry; ecosystem; environmental monitoring; water pollutant; Ecosystem; Environmental Monitoring; Groundwater; Nitrogen; Phosphorus; Water Pollutants, Chemical; Water Pollution"
"Life cycle assessments of urban water systems: A comparative analysis of selected peer-reviewed literature","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907542724&doi=10.1016%2fj.watres.2014.08.048&partnerID=40&md5=30e487d1e3d8a180613a6fb7b4855921","LCA; Review; Urban water system; Water resources; Water technology; Water user","Decision making; Environmental impact; Environmental technology; Reviews; Sustainable development; Water resources; Waterworks; Environmental assessment; Life Cycle Assessment (LCA); Life cycle impact assessment; Quantitative comparison; Quantitative information; Urban water systems; Water technologies; Water users; Life cycle; comparative study; environmental impact; life cycle analysis; literature review; mass balance; sustainable development; water flow; water management; water resource; water technology; water use; Article; electricity; environmental impact; fluid intake; forecasting; life cycle; life cycle assessment; physical model; technology; urban area; waste water; waste water management; water cycle; water flow; water supply; city; comparative study; environmental protection; procedures; standards; system analysis; water management; water supply; drinking water; Cities; Conservation of Natural Resources; Drinking Water; Systems Analysis; Water Purification; Water Supply"
"Incidence of anticancer drugs in an aquatic urban system: From hospital effluents through urban wastewater to natural environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904883483&doi=10.1016%2fj.envpol.2014.07.002&partnerID=40&md5=5a7c8a6af5e3aa6996c140683891c2aa","Anticancer drugs; Cytotoxic; Hospital effluent; Surface water; UPLC-QqLiT; Wastewater","Antibiotics; Hospitals; Sewage; Sewage treatment plants; Surface waters; Wastewater; Anticancer drug; Concentration ranges; Cytotoxic; Environmental risks; Hospital effluent; Natural environments; UPLC-QqLiT; Urban wastewater treatment plants; Effluents; antineoplastic agent; azathioprine; ciprofloxacin; cyclophosphamide; dissolved oxygen; docetaxel; etoposide; ifosfamide; methotrexate; paclitaxel; surface water; tamoxifen; vincristine; drug; ecotoxicology; effluent; environmental risk; risk assessment; surface water; toxicity; urban area; wastewater; aquatic environment; article; controlled study; drug concentration; ecotoxicology; effluent; electric conductivity; environment; environmental hazard; environmental impact; hospital waste; incidence; limit of detection; limit of quantitation; Natural environment; pH; risk; risk assessment; river; sewage treatment plant; urban area; waste component removal; waste water treatment plant; water contamination; water temperature; Anticancer drugs; Cytotoxic; Hospital effluent; Surface water; UPLC-QqLiT; Wastewater; Antineoplastic Agents; Environmental Monitoring; Hospitals; Rivers; Sewage; Waste Water; Water Pollutants, Chemical; Water Purification"
